date,subways_total_estimated_ridership,division,train_line,wday_wnd,incident_type,incident_count
2023-09-01,3196284,B DIVISION,E,1,Subway Car,1
2023-09-01,3196284,B DIVISION,E,1,Track,3
2023-09-01,3196284,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-09-01,3196284,B DIVISION,M,1,Subway Car,1
2023-09-01,3196284,B DIVISION,N,1,Persons on Trackbed/Police/Medical,4
2023-09-01,3196284,B DIVISION,N,1,Signals,1
2023-09-01,3196284,B DIVISION,N,1,Subway Car,1
2023-09-01,3196284,B DIVISION,N,1,Track,1
2023-09-01,3196284,B DIVISION,Q,1,Track,1
2023-09-01,3196284,B DIVISION,R,1,Track,2
2023-10-01,1995361,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
2023-10-01,1995361,A DIVISION,1,2,Signals,1
2023-10-01,1995361,A DIVISION,1,2,Subway Car,1
2023-10-01,1995361,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2023-10-01,1995361,A DIVISION,2,1,Signals,1
2023-10-01,1995361,A DIVISION,2,1,Stations and Structure,3
2023-10-01,1995361,A DIVISION,2,1,Subway Car,1
2023-10-01,1995361,A DIVISION,3,1,Persons on Trackbed/Police/Medical,3
2023-10-01,1995361,A DIVISION,3,1,Signals,2
2023-10-01,1995361,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
2023-10-01,1995361,A DIVISION,5,1,Track,1
2023-10-01,1995361,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-10-01,1995361,A DIVISION,6,1,Signals,1
2023-10-01,1995361,A DIVISION,6,1,Stations and Structure,1
2023-10-01,1995361,A DIVISION,6,1,Subway Car,1
2023-10-01,1995361,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2023-10-01,1995361,A DIVISION,7,1,Stations and Structure,1
2023-10-01,1995361,A DIVISION,7,1,Subway Car,1
2023-10-01,1995361,A DIVISION,7,2,Track,1
2023-10-01,1995361,B DIVISION,A,1,Subway Car,1
2023-10-01,1995361,B DIVISION,B,1,Other,1
2023-10-01,1995361,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2023-10-01,1995361,B DIVISION,D,1,Subway Car,1
2023-10-01,1995361,B DIVISION,D,2,Signals,1
2023-10-01,1995361,B DIVISION,E,1,Persons on Trackbed/Police/Medical,4
2023-10-01,1995361,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-10-01,1995361,B DIVISION,F,2,Signals,1
2023-10-01,1995361,B DIVISION,G,1,Other,1
2023-10-01,1995361,B DIVISION,JZ,1,Other,1
2023-10-01,1995361,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
2023-10-01,1995361,B DIVISION,JZ,1,Stations and Structure,1
2023-10-01,1995361,B DIVISION,N,1,Persons on Trackbed/Police/Medical,2
2023-10-01,1995361,B DIVISION,R,1,Signals,1
2023-10-01,1995361,B DIVISION,R,1,Track,1
2023-10-01,1995361,B DIVISION,R,2,Persons on Trackbed/Police/Medical,1
2023-10-01,1995361,B DIVISION,R,2,Signals,1
2023-11-01,4043524,A DIVISION,1,1,Other,1
2023-11-01,4043524,A DIVISION,2,1,Other,1
2023-11-01,4043524,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,A DIVISION,2,1,Signals,2
2023-11-01,4043524,A DIVISION,2,1,Subway Car,1
2023-11-01,4043524,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-11-01,4043524,A DIVISION,4,1,Signals,1
2023-11-01,4043524,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,A DIVISION,5,2,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,A DIVISION,6,1,Signals,2
2023-11-01,4043524,A DIVISION,7,1,Other,1
2023-11-01,4043524,A DIVISION,7,1,Signals,3
2023-11-01,4043524,A DIVISION,7,1,Subway Car,1
2023-11-01,4043524,B DIVISION,D,1,Subway Car,1
2023-11-01,4043524,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,B DIVISION,E,1,Persons on Trackbed/Police/Medical,4
2023-11-01,4043524,B DIVISION,E,1,Track,1
2023-11-01,4043524,B DIVISION,F,1,Track,1
2023-11-01,4043524,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,B DIVISION,L,2,Subway Car,1
2023-11-01,4043524,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2023-11-01,4043524,B DIVISION,N,1,Track,2
2023-11-01,4043524,B DIVISION,R,1,Signals,1
2023-11-01,4043524,B DIVISION,R,1,Track,1
2023-12-01,3723171,A DIVISION,1,1,Track,1
2023-12-01,3723171,A DIVISION,1,2,Other,1
2023-12-01,3723171,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,A DIVISION,2,1,Signals,1
2023-12-01,3723171,A DIVISION,2,1,Track,1
2023-12-01,3723171,A DIVISION,2,2,Signals,1
2023-12-01,3723171,A DIVISION,4,1,Other,2
2023-12-01,3723171,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-12-01,3723171,A DIVISION,4,1,Signals,2
2023-12-01,3723171,A DIVISION,4,2,Signals,1
2023-12-01,3723171,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,A DIVISION,5,1,Track,2
2023-12-01,3723171,A DIVISION,6,1,Other,1
2023-12-01,3723171,A DIVISION,6,1,Persons on Trackbed/Police/Medical,5
2023-12-01,3723171,A DIVISION,6,1,Signals,3
2023-12-01,3723171,A DIVISION,7,1,Persons on Trackbed/Police/Medical,3
2023-12-01,3723171,A DIVISION,7,1,Stations and Structure,1
2023-12-01,3723171,B DIVISION,A,1,Persons on Trackbed/Police/Medical,3
2023-12-01,3723171,B DIVISION,A,1,Signals,1
2023-12-01,3723171,B DIVISION,A,2,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,C,1,Track,1
2023-12-01,3723171,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
2023-12-01,3723171,B DIVISION,E,2,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,F,1,Other,1
2023-12-01,3723171,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,JZ,1,Subway Car,1
2023-12-01,3723171,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,L,2,Persons on Trackbed/Police/Medical,2
2023-12-01,3723171,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,N,1,Other,1
2023-12-01,3723171,B DIVISION,N,1,Persons on Trackbed/Police/Medical,3
2023-12-01,3723171,B DIVISION,N,1,Signals,2
2023-12-01,3723171,B DIVISION,N,1,Track,1
2023-12-01,3723171,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2023-12-01,3723171,B DIVISION,R,1,Signals,1
2023-12-01,3723171,B DIVISION,R,2,Subway Car,1
2024-01-01,1648734,A DIVISION,1,1,Other,2
2024-01-01,1648734,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2024-01-01,1648734,A DIVISION,1,1,Subway Car,1
2024-01-01,1648734,A DIVISION,1,2,Other,2
2024-01-01,1648734,A DIVISION,1,2,Signals,1
2024-01-01,1648734,A DIVISION,2,1,Other,1
2024-01-01,1648734,A DIVISION,2,1,Persons on Trackbed/Police/Medical,5
2024-01-01,1648734,A DIVISION,2,1,Signals,1
2024-01-01,1648734,A DIVISION,2,1,Stations and Structure,1
2024-01-01,1648734,A DIVISION,2,1,Subway Car,1
2024-01-01,1648734,A DIVISION,2,1,Track,1
2024-01-01,1648734,A DIVISION,3,1,Signals,1
2024-01-01,1648734,A DIVISION,3,1,Track,1
2024-01-01,1648734,A DIVISION,4,1,Signals,2
2024-01-01,1648734,A DIVISION,4,2,Track,1
2024-01-01,1648734,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
2024-01-01,1648734,A DIVISION,5,1,Track,1
2024-01-01,1648734,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2024-01-01,1648734,A DIVISION,6,1,Stations and Structure,1
2024-01-01,1648734,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
2024-01-01,1648734,A DIVISION,7,1,Signals,3
2024-01-01,1648734,A DIVISION,7,1,Subway Car,1
2024-01-01,1648734,A DIVISION,7,1,Track,1
2024-01-01,1648734,A DIVISION,S 42nd,1,Subway Car,1
2024-01-01,1648734,B DIVISION,A,1,Signals,1
2024-01-01,1648734,B DIVISION,B,1,Other,1
2024-01-01,1648734,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2024-01-01,1648734,B DIVISION,B,1,Track,1
2024-01-01,1648734,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2024-01-01,1648734,B DIVISION,D,1,Persons on Trackbed/Police/Medical,2
2024-01-01,1648734,B DIVISION,D,1,Subway Car,1
2024-01-01,1648734,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
2024-01-01,1648734,B DIVISION,E,1,Signals,1
2024-01-01,1648734,B DIVISION,E,1,Track,2
2024-01-01,1648734,B DIVISION,F,1,Other,1
2024-01-01,1648734,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2024-01-01,1648734,B DIVISION,F,1,Signals,1
2024-01-01,1648734,B DIVISION,F,1,Track,2
2024-01-01,1648734,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2024-01-01,1648734,B DIVISION,L,1,Stations and Structure,1
2024-01-01,1648734,B DIVISION,L,1,Track,1
2024-01-01,1648734,B DIVISION,M,1,Signals,2
2024-01-01,1648734,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-01-01,1648734,B DIVISION,N,1,Signals,5
2024-01-01,1648734,B DIVISION,N,1,Track,2
2024-01-01,1648734,B DIVISION,N,2,Subway Car,1
2024-01-01,1648734,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,2
2024-01-01,1648734,B DIVISION,R,1,Track,1
2024-01-01,1648734,B DIVISION,R,2,Signals,1
2024-02-01,3814682,A DIVISION,1,1,Other,1
2024-02-01,3814682,A DIVISION,1,2,Subway Car,1
2024-02-01,3814682,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,A DIVISION,2,1,Signals,1
2024-02-01,3814682,A DIVISION,2,1,Track,1
2024-02-01,3814682,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,A DIVISION,3,1,Signals,1
2024-02-01,3814682,A DIVISION,3,1,Track,1
2024-02-01,3814682,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,A DIVISION,4,1,Track,1
2024-02-01,3814682,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,A DIVISION,5,1,Persons on Trackbed/Police/Medical,4
2024-02-01,3814682,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2024-02-01,3814682,A DIVISION,6,1,Signals,1
2024-02-01,3814682,A DIVISION,6,2,Stations and Structure,1
2024-02-01,3814682,A DIVISION,7,1,Track,2
2024-02-01,3814682,B DIVISION,A,1,Signals,1
2024-02-01,3814682,B DIVISION,A,2,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,B DIVISION,B,1,Signals,3
2024-02-01,3814682,B DIVISION,C,1,Persons on Trackbed/Police/Medical,2
2024-02-01,3814682,B DIVISION,C,2,Subway Car,1
2024-02-01,3814682,B DIVISION,D,1,Other,1
2024-02-01,3814682,B DIVISION,D,1,Signals,1
2024-02-01,3814682,B DIVISION,D,1,Track,1
2024-02-01,3814682,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,B DIVISION,E,1,Stations and Structure,1
2024-02-01,3814682,B DIVISION,E,1,Track,1
2024-02-01,3814682,B DIVISION,F,1,Persons on Trackbed/Police/Medical,3
2024-02-01,3814682,B DIVISION,F,1,Stations and Structure,3
2024-02-01,3814682,B DIVISION,F,1,Track,1
2024-02-01,3814682,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,B DIVISION,L,1,Stations and Structure,1
2024-02-01,3814682,B DIVISION,L,2,Signals,1
2024-02-01,3814682,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,B DIVISION,N,1,Signals,3
2024-02-01,3814682,B DIVISION,N,1,Subway Car,2
2024-02-01,3814682,B DIVISION,Q,1,Track,1
2024-02-01,3814682,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2024-02-01,3814682,B DIVISION,R,1,Signals,1
2024-02-01,3814682,B DIVISION,R,1,Stations and Structure,1
2024-02-01,3814682,B DIVISION,R,1,Subway Car,1
2024-02-01,3814682,B DIVISION,R,2,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,A DIVISION,1,1,Other,1
2024-03-01,3573658,A DIVISION,1,1,Signals,2
2024-03-01,3573658,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2024-03-01,3573658,A DIVISION,2,1,Signals,1
2024-03-01,3573658,A DIVISION,2,2,Signals,1
2024-03-01,3573658,A DIVISION,3,1,Other,1
2024-03-01,3573658,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
2024-03-01,3573658,A DIVISION,3,1,Signals,1
2024-03-01,3573658,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,A DIVISION,3,2,Signals,1
2024-03-01,3573658,A DIVISION,4,1,Persons on Trackbed/Police/Medical,3
2024-03-01,3573658,A DIVISION,4,1,Signals,1
2024-03-01,3573658,A DIVISION,4,1,Track,1
2024-03-01,3573658,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
2024-03-01,3573658,A DIVISION,6,1,Other,1
2024-03-01,3573658,A DIVISION,6,1,Persons on Trackbed/Police/Medical,4
2024-03-01,3573658,A DIVISION,6,1,Signals,2
2024-03-01,3573658,A DIVISION,6,1,Stations and Structure,1
2024-03-01,3573658,A DIVISION,6,1,Subway Car,2
2024-03-01,3573658,A DIVISION,6,1,Track,1
2024-03-01,3573658,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,B DIVISION,A,1,Signals,4
2024-03-01,3573658,B DIVISION,A,1,Track,2
2024-03-01,3573658,B DIVISION,A,2,Signals,1
2024-03-01,3573658,B DIVISION,B,1,Stations and Structure,1
2024-03-01,3573658,B DIVISION,B,1,Track,1
2024-03-01,3573658,B DIVISION,C,1,Signals,1
2024-03-01,3573658,B DIVISION,D,1,Signals,1
2024-03-01,3573658,B DIVISION,D,1,Subway Car,1
2024-03-01,3573658,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,B DIVISION,E,1,Signals,2
2024-03-01,3573658,B DIVISION,E,1,Stations and Structure,1
2024-03-01,3573658,B DIVISION,E,1,Subway Car,1
2024-03-01,3573658,B DIVISION,E,1,Track,1
2024-03-01,3573658,B DIVISION,F,1,Signals,1
2024-03-01,3573658,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,B DIVISION,JZ,1,Signals,1
2024-03-01,3573658,B DIVISION,L,1,Track,1
2024-03-01,3573658,B DIVISION,M,1,Signals,1
2024-03-01,3573658,B DIVISION,M,2,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,B DIVISION,N,1,Signals,2
2024-03-01,3573658,B DIVISION,N,1,Subway Car,1
2024-03-01,3573658,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2024-03-01,3573658,B DIVISION,Q,1,Signals,1
2024-03-01,3573658,B DIVISION,Q,1,Stations and Structure,1
2024-03-01,3573658,B DIVISION,Q,1,Track,2
2024-04-01,3321989,A DIVISION,1,1,Persons on Trackbed/Police/Medical,4
2024-04-01,3321989,A DIVISION,1,1,Signals,1
2024-04-01,3321989,A DIVISION,1,1,Stations and Structure,1
2024-04-01,3321989,A DIVISION,2,1,Signals,2
2024-04-01,3321989,A DIVISION,2,2,Stations and Structure,1
2024-04-01,3321989,A DIVISION,3,1,Other,1
2024-04-01,3321989,A DIVISION,3,1,Persons on Trackbed/Police/Medical,5
2024-04-01,3321989,A DIVISION,4,1,Other,1
2024-04-01,3321989,A DIVISION,4,1,Signals,3
2024-04-01,3321989,A DIVISION,4,1,Stations and Structure,1
2024-04-01,3321989,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,A DIVISION,6,1,Signals,1
2024-04-01,3321989,A DIVISION,7,1,Other,1
2024-04-01,3321989,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
2024-04-01,3321989,A DIVISION,7,1,Signals,1
2024-04-01,3321989,A DIVISION,7,1,Stations and Structure,1
2024-04-01,3321989,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,B DIVISION,B,1,Subway Car,3
2024-04-01,3321989,B DIVISION,B,1,Track,1
2024-04-01,3321989,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,B DIVISION,C,2,Stations and Structure,1
2024-04-01,3321989,B DIVISION,D,1,Track,1
2024-04-01,3321989,B DIVISION,D,2,Signals,1
2024-04-01,3321989,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,B DIVISION,E,1,Signals,1
2024-04-01,3321989,B DIVISION,E,1,Track,4
2024-04-01,3321989,B DIVISION,F,1,Other,1
2024-04-01,3321989,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,B DIVISION,F,1,Signals,1
2024-04-01,3321989,B DIVISION,F,1,Stations and Structure,1
2024-04-01,3321989,B DIVISION,JZ,1,Track,1
2024-04-01,3321989,B DIVISION,L,1,Persons on Trackbed/Police/Medical,2
2024-04-01,3321989,B DIVISION,L,1,Signals,2
2024-04-01,3321989,B DIVISION,L,1,Stations and Structure,1
2024-04-01,3321989,B DIVISION,L,1,Track,2
2024-04-01,3321989,B DIVISION,M,1,Track,1
2024-04-01,3321989,B DIVISION,M,2,Signals,1
2024-04-01,3321989,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,B DIVISION,N,1,Signals,4
2024-04-01,3321989,B DIVISION,N,1,Stations and Structure,1
2024-04-01,3321989,B DIVISION,Q,2,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2024-04-01,3321989,B DIVISION,R,1,Signals,1
2024-04-01,3321989,B DIVISION,R,1,Stations and Structure,1
2024-05-01,4032791,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
2024-05-01,4032791,A DIVISION,1,1,Signals,1
2024-05-01,4032791,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2024-05-01,4032791,A DIVISION,3,1,Signals,1
2024-05-01,4032791,A DIVISION,3,1,Track,1
2024-05-01,4032791,A DIVISION,4,1,Persons on Trackbed/Police/Medical,3
2024-05-01,4032791,A DIVISION,4,1,Signals,1
2024-05-01,4032791,A DIVISION,4,1,Stations and Structure,1
2024-05-01,4032791,A DIVISION,4,2,Other,1
2024-05-01,4032791,A DIVISION,4,2,Stations and Structure,1
2024-05-01,4032791,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2024-05-01,4032791,A DIVISION,6,1,Persons on Trackbed/Police/Medical,4
2024-05-01,4032791,A DIVISION,6,1,Signals,1
2024-05-01,4032791,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
2024-05-01,4032791,A DIVISION,7,1,Signals,1
2024-05-01,4032791,A DIVISION,7,1,Track,1
2024-05-01,4032791,B DIVISION,A,1,Other,2
2024-05-01,4032791,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2024-05-01,4032791,B DIVISION,A,1,Subway Car,1
2024-05-01,4032791,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2024-05-01,4032791,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2024-05-01,4032791,B DIVISION,C,1,Signals,1
2024-05-01,4032791,B DIVISION,C,1,Subway Car,1
2024-05-01,4032791,B DIVISION,D,1,Other,1
2024-05-01,4032791,B DIVISION,D,1,Signals,1
2024-05-01,4032791,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2024-05-01,4032791,B DIVISION,F,1,Stations and Structure,1
2024-05-01,4032791,B DIVISION,JZ,1,Track,1
2024-05-01,4032791,B DIVISION,L,1,Signals,1
2024-05-01,4032791,B DIVISION,L,1,Track,1
2024-05-01,4032791,B DIVISION,M,1,Track,1
2024-05-01,4032791,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-05-01,4032791,B DIVISION,N,1,Subway Car,1
2024-05-01,4032791,B DIVISION,N,1,Track,4
2024-05-01,4032791,B DIVISION,Q,1,Signals,1
2024-05-01,4032791,B DIVISION,R,1,Other,1
2024-05-01,4032791,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2024-05-01,4032791,B DIVISION,R,1,Track,2
2024-06-01,2446153,A DIVISION,1,1,Signals,1
2024-06-01,2446153,A DIVISION,1,1,Subway Car,1
2024-06-01,2446153,A DIVISION,2,1,Other,1
2024-06-01,2446153,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2024-06-01,2446153,A DIVISION,2,1,Signals,1
2024-06-01,2446153,A DIVISION,2,1,Stations and Structure,1
2024-06-01,2446153,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2024-06-01,2446153,A DIVISION,4,1,Signals,1
2024-06-01,2446153,A DIVISION,5,1,Other,2
2024-06-01,2446153,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2024-06-01,2446153,A DIVISION,5,1,Signals,1
2024-06-01,2446153,A DIVISION,5,1,Track,1
2024-06-01,2446153,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2024-06-01,2446153,A DIVISION,6,1,Signals,1
2024-06-01,2446153,A DIVISION,6,2,Signals,1
2024-06-01,2446153,A DIVISION,7,1,Signals,1
2024-06-01,2446153,A DIVISION,7,1,Subway Car,1
2024-06-01,2446153,A DIVISION,7,1,Track,1
2024-06-01,2446153,A DIVISION,7,2,Persons on Trackbed/Police/Medical,1
2024-06-01,2446153,A DIVISION,S 42nd,1,Subway Car,1
2024-06-01,2446153,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2024-06-01,2446153,B DIVISION,A,1,Signals,2
2024-06-01,2446153,B DIVISION,A,1,Subway Car,1
2024-06-01,2446153,B DIVISION,A,1,Track,1
2024-06-01,2446153,B DIVISION,B,1,Persons on Trackbed/Police/Medical,3
2024-06-01,2446153,B DIVISION,C,1,Signals,1
2024-06-01,2446153,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
2024-06-01,2446153,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-06-01,2446153,B DIVISION,E,1,Subway Car,1
2024-06-01,2446153,B DIVISION,E,1,Track,1
2024-06-01,2446153,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2024-06-01,2446153,B DIVISION,F,1,Track,1
2024-06-01,2446153,B DIVISION,JZ,1,Signals,2
2024-06-01,2446153,B DIVISION,L,1,Signals,1
2024-06-01,2446153,B DIVISION,L,2,Stations and Structure,1
2024-06-01,2446153,B DIVISION,M,1,Track,1
2024-06-01,2446153,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-06-01,2446153,B DIVISION,N,1,Track,1
2024-06-01,2446153,B DIVISION,N,2,Signals,1
2024-06-01,2446153,B DIVISION,Q,1,Other,1
2024-06-01,2446153,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
2024-06-01,2446153,B DIVISION,R,2,Signals,1
2024-07-01,3273546,A DIVISION,1,1,Other,1
2024-07-01,3273546,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,A DIVISION,1,1,Signals,2
2024-07-01,3273546,A DIVISION,1,1,Subway Car,1
2024-07-01,3273546,A DIVISION,2,1,Subway Car,1
2024-07-01,3273546,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,A DIVISION,3,1,Signals,1
2024-07-01,3273546,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2024-07-01,3273546,A DIVISION,4,2,Other,1
2024-07-01,3273546,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,A DIVISION,5,1,Signals,3
2024-07-01,3273546,A DIVISION,5,1,Track,2
2024-07-01,3273546,A DIVISION,6,1,Signals,1
2024-07-01,3273546,A DIVISION,6,1,Track,1
2024-07-01,3273546,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,A DIVISION,7,1,Signals,1
2024-07-01,3273546,B DIVISION,A,1,Subway Car,2
2024-07-01,3273546,B DIVISION,B,1,Other,1
2024-07-01,3273546,B DIVISION,B,1,Signals,2
2024-07-01,3273546,B DIVISION,B,1,Track,1
2024-07-01,3273546,B DIVISION,C,2,Subway Car,1
2024-07-01,3273546,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,B DIVISION,D,1,Signals,2
2024-07-01,3273546,B DIVISION,D,1,Track,1
2024-07-01,3273546,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,B DIVISION,E,1,Subway Car,2
2024-07-01,3273546,B DIVISION,E,1,Track,3
2024-07-01,3273546,B DIVISION,F,1,Other,1
2024-07-01,3273546,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,B DIVISION,F,1,Signals,3
2024-07-01,3273546,B DIVISION,F,1,Stations and Structure,1
2024-07-01,3273546,B DIVISION,F,1,Track,2
2024-07-01,3273546,B DIVISION,G,1,Track,1
2024-07-01,3273546,B DIVISION,JZ,1,Signals,1
2024-07-01,3273546,B DIVISION,L,1,Persons on Trackbed/Police/Medical,2
2024-07-01,3273546,B DIVISION,L,1,Signals,1
2024-07-01,3273546,B DIVISION,L,1,Stations and Structure,1
2024-07-01,3273546,B DIVISION,L,1,Subway Car,1
2024-07-01,3273546,B DIVISION,M,1,Other,2
2024-07-01,3273546,B DIVISION,M,1,Track,3
2024-07-01,3273546,B DIVISION,N,1,Track,3
2024-07-01,3273546,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,2
2024-07-01,3273546,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2024-07-01,3273546,B DIVISION,R,1,Stations and Structure,1
2024-07-01,3273546,B DIVISION,S Rock,1,Persons on Trackbed/Police/Medical,1
2024-08-01,3544663,A DIVISION,1,1,Signals,1
2024-08-01,3544663,A DIVISION,1,1,Track,1
2024-08-01,3544663,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2024-08-01,3544663,A DIVISION,2,1,Signals,3
2024-08-01,3544663,A DIVISION,2,1,Track,1
2024-08-01,3544663,A DIVISION,2,2,Persons on Trackbed/Police/Medical,2
2024-08-01,3544663,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
2024-08-01,3544663,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2024-08-01,3544663,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
